"cim10","c_type","cma","lib_long","libelle","parent","type"
A515,0,2,"Syphilis précoce, latente",,A51,Pas de restriction particulière (valeur par défaut).
A519,0,2,"Syphilis précoce, sans précision",,A51,Pas de restriction particulière (valeur par défaut).
A52,3,0,Syphilis tardive,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A520,0,2,Syphilis cardio-vasculaire,,A52,Pas de restriction particulière (valeur par défaut).
A521,0,2,Syphilis nerveuse symptomatique,,A52,Pas de restriction particulière (valeur par défaut).
A522,0,2,Syphilis nerveuse asymptomatique,,A52,Pas de restriction particulière (valeur par défaut).
A523,0,2,"Syphilis nerveuse, sans précision",,A52,Pas de restriction particulière (valeur par défaut).
A527,0,2,Autres formes tardives de syphilis symptomatique,,A52,Pas de restriction particulière (valeur par défaut).
A528,0,2,"Syphilis tardive, latente",,A52,Pas de restriction particulière (valeur par défaut).
A529,0,2,"Syphilis tardive, sans précision",,A52,Pas de restriction particulière (valeur par défaut).
A53,3,0,"Syphilis, autres et sans précision",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A530,0,2,"Syphilis latente, (non précisée précoce ou tardive)",,A53,Pas de restriction particulière (valeur par défaut).
A539,0,2,"Syphilis, sans précision",,A53,Pas de restriction particulière (valeur par défaut).
A54,3,0,Infection gonococcique,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A540,0,2,"Infection gonococcique de la partie inférieure de l appareil génito-urinaire, (sans abcès périurétral ou des glandes annexes)",,A54,Pas de restriction particulière (valeur par défaut).
A541,0,2,"Infection gonococcique de la partie inférieure de l appareil génito-urinaire, avec abcès périurétral et des glandes annexes",,A54,Pas de restriction particulière (valeur par défaut).
A542,0,2,Pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,,A54,Pas de restriction particulière (valeur par défaut).
A543,0,1,Infection gonococcique de l oeil,,A54,Pas de restriction particulière (valeur par défaut).
A544,0,2,Infection gonococcique du système ostéo-articulaire et des muscles,,A54,Pas de restriction particulière (valeur par défaut).
A545,0,1,Pharyngite gonococcique,,A54,Pas de restriction particulière (valeur par défaut).
A546,0,1,Infection gonococcique de l anus et du rectum,,A54,Pas de restriction particulière (valeur par défaut).
A548,0,1,Autres infections gonococciques,,A54,Pas de restriction particulière (valeur par défaut).
A549,0,1,"Infection gonococcique, sans précision",,A54,Pas de restriction particulière (valeur par défaut).
A55,0,1,Lymphogranulomatose vénérienne à Chlamydia,,,Pas de restriction particulière (valeur par défaut).
A56,3,0,Autres infections à Chlamydia transmises par voie sexuelle,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A560,0,1,Infection à Chlamydia de la partie inférieure de l appareil génito-urinaire,,A56,Pas de restriction particulière (valeur par défaut).
A561,0,1,"Infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",,A56,Pas de restriction particulière (valeur par défaut).
A562,0,1,"Infection à Chlamydia de l appareil génito-urinaire, sans précision",,A56,Pas de restriction particulière (valeur par défaut).
A563,0,1,Infection à Chlamydia de l anus et du rectum,,A56,Pas de restriction particulière (valeur par défaut).
A564,0,1,Infection à Chlamydia du pharynx,,A56,Pas de restriction particulière (valeur par défaut).
A568,0,1,"Infection à Chlamydia transmise par voie sexuelle, autres localisations",,A56,Pas de restriction particulière (valeur par défaut).
A57,0,1,Chancre mou,,,Pas de restriction particulière (valeur par défaut).
A58,0,1,Granulome inguinal,,,Pas de restriction particulière (valeur par défaut).
A59,3,0,Trichomonase,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A590,0,2,Trichomonase uro-génitale,,A59,Pas de restriction particulière (valeur par défaut).
A598,0,2,Autres localisations de trichomonase,,A59,Pas de restriction particulière (valeur par défaut).
A599,0,2,"Trichomonase, sans précision",,A59,Pas de restriction particulière (valeur par défaut).
A60,3,0,Infection ano-génitale par le virus de l herpès [herpes simplex],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A600,0,1,Infection des organes génitaux et de l appareil génito-urinaire par le virus de l herpès,,A60,Pas de restriction particulière (valeur par défaut).
A601,0,1,"Infection de la marge cutanée de l anus et du rectum, par le virus de l herpès",,A60,Pas de restriction particulière (valeur par défaut).
A609,0,1,"Infection ano-génitale par le virus de l herpès, sans précision",,A60,Pas de restriction particulière (valeur par défaut).
A63,3,0,"Autres maladies dont le mode de transmission est essentiellement sexuel, non classées ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A630,3,0,Condylomes ano-génitaux (vénériens),,A63,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A6300,0,1,Condylomes anaux (vénériens),,A630,Pas de restriction particulière (valeur par défaut).
A90,0,1,Dengue [dengue classique],,,Pas de restriction particulière (valeur par défaut).
A6308,0,1,Autres condylomes ano-génitaux (vénériens),,A630,Pas de restriction particulière (valeur par défaut).
A638,0,1,Autres maladies précisées dont le mode de transmission est essentiellement sexuel,,A63,Pas de restriction particulière (valeur par défaut).
A64,1,1,"Maladie sexuellement transmise, sans précision",,,Diagnostic interdit en DP et DR - Autorisé ailleurs
A65,0,1,Syphilis non vénérienne,,,Pas de restriction particulière (valeur par défaut).
A66,3,0,Pian,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A660,0,1,Lésions initiales du pian,,A66,Pas de restriction particulière (valeur par défaut).
A661,0,1,Papillomes multiples et pian plantaire humide (pian-crabe),,A66,Pas de restriction particulière (valeur par défaut).
A662,0,1,Autres lésions cutanées précoces du pian,,A66,Pas de restriction particulière (valeur par défaut).
A663,0,1,Hyperkératose pianique,,A66,Pas de restriction particulière (valeur par défaut).
A664,0,1,Gommes et ulcères pianiques,,A66,Pas de restriction particulière (valeur par défaut).
A665,0,1,Gangosa,,A66,Pas de restriction particulière (valeur par défaut).
A666,0,1,Lésions ostéo-articulaires pianiques,,A66,Pas de restriction particulière (valeur par défaut).
A667,0,1,Autres manifestations du pian,,A66,Pas de restriction particulière (valeur par défaut).
A668,0,1,Pian latent,,A66,Pas de restriction particulière (valeur par défaut).
A669,0,1,"Pian, sans précision",,A66,Pas de restriction particulière (valeur par défaut).
A67,3,0,Pinta [caraté],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A670,0,1,Lésions initiales de la pinta,,A67,Pas de restriction particulière (valeur par défaut).
A671,0,1,Lésions intermédiaires de la pinta,,A67,Pas de restriction particulière (valeur par défaut).
A672,0,1,Lésions tardives de la pinta,,A67,Pas de restriction particulière (valeur par défaut).
A673,0,1,Lésions mixtes de la pinta,,A67,Pas de restriction particulière (valeur par défaut).
A679,0,1,"Pinta, sans précision",,A67,Pas de restriction particulière (valeur par défaut).
A68,3,0,Fièvres récurrentes [borrélioses],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A680,0,2,Fièvre récurrente [borréliose] à poux,,A68,Pas de restriction particulière (valeur par défaut).
A681,0,2,Fièvre récurrente [borréliose] à tiques,,A68,Pas de restriction particulière (valeur par défaut).
A689,0,2,"Fièvre récurrente [borréliose], sans précision",,A68,Pas de restriction particulière (valeur par défaut).
A69,3,0,Autres infections à spirochètes,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A690,0,2,Stomatite ulcéro-nécrotique,,A69,Pas de restriction particulière (valeur par défaut).
A691,0,2,Autres infections dites de Vincent,,A69,Pas de restriction particulière (valeur par défaut).
A692,0,1,Maladie de Lyme,,A69,Pas de restriction particulière (valeur par défaut).
A698,0,2,Autres infections à spirochètes précisées,,A69,Pas de restriction particulière (valeur par défaut).
A699,0,1,"Infection à spirochètes, sans précision",,A69,Pas de restriction particulière (valeur par défaut).
A70,0,1,Infection à Chlamydia psittaci,,,Pas de restriction particulière (valeur par défaut).
A71,3,0,Trachome,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A710,0,1,Phase initiale du trachome,,A71,Pas de restriction particulière (valeur par défaut).
A711,0,1,Phase active du trachome,,A71,Pas de restriction particulière (valeur par défaut).
A719,0,1,"Trachome, sans précision",,A71,Pas de restriction particulière (valeur par défaut).
A74,3,0,Autres infections à Chlamydia,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A740,0,1,Conjonctivite à Chlamydia (H13.1*),,A74,Pas de restriction particulière (valeur par défaut).
A748,0,1,Autres infections à Chlamydia précisées,,A74,Pas de restriction particulière (valeur par défaut).
A749,0,1,"Infection à Chlamydia, sans précision",,A74,Pas de restriction particulière (valeur par défaut).
A75,3,0,Typhus,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A750,0,1,Typhus épidémique à poux dû à Rickettsia prowazekii,,A75,Pas de restriction particulière (valeur par défaut).
A751,0,1,Typhus résurgent [maladie de Brill],,A75,Pas de restriction particulière (valeur par défaut).
A752,0,1,Typhus à Rickettsia typhi,,A75,Pas de restriction particulière (valeur par défaut).
A753,0,1,Typhus à Rickettsia tsutsugamushi,,A75,Pas de restriction particulière (valeur par défaut).
A759,0,1,"Typhus, sans précision",,A75,Pas de restriction particulière (valeur par défaut).
A77,3,0,Fièvre pourprée [rickettsioses à tiques],,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A770,0,2,Fièvre pourprée à Rickettsia rickettsii,,A77,Pas de restriction particulière (valeur par défaut).
A771,0,2,Fièvre pourprée à Rickettsia conorii,,A77,Pas de restriction particulière (valeur par défaut).
A772,0,2,Fièvre pourprée due à Rickettsia sibirica,,A77,Pas de restriction particulière (valeur par défaut).
A773,0,2,Fièvre pourprée due à Rickettsia australis,,A77,Pas de restriction particulière (valeur par défaut).
A778,0,2,Autres fièvres pourprées,,A77,Pas de restriction particulière (valeur par défaut).
A779,0,2,"Fièvre pourprée, sans précision",,A77,Pas de restriction particulière (valeur par défaut).
A78,0,2,Fièvre Q,,,Pas de restriction particulière (valeur par défaut).
A79,3,0,Autres rickettsioses,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A790,0,2,Fièvres des tranchées,,A79,Pas de restriction particulière (valeur par défaut).
A791,0,2,Rickettsiose varicelliforme due à Rickettsia akari,,A79,Pas de restriction particulière (valeur par défaut).
A798,0,2,Autres types précisés de rickettsiose,,A79,Pas de restriction particulière (valeur par défaut).
A799,0,2,"Rickettsiose, sans précision",,A79,Pas de restriction particulière (valeur par défaut).
A80,3,0,Poliomyélite aiguë,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A800,0,1,"Poliomyélite paralytique aiguë, associée au virus vaccinal",,A80,Pas de restriction particulière (valeur par défaut).
A801,0,1,"Poliomyélite paralytique aiguë, virus sauvage importé",,A80,Pas de restriction particulière (valeur par défaut).
A802,0,1,"Poliomyélite paralytique aiguë, virus sauvage indigène",,A80,Pas de restriction particulière (valeur par défaut).
A803,0,1,"Poliomyélites paralytiques aiguës, autres et sans précision",,A80,Pas de restriction particulière (valeur par défaut).
A804,0,1,Poliomyélite aiguë non paralytique,,A80,Pas de restriction particulière (valeur par défaut).
A809,0,1,"Poliomyélite aiguë, sans précision",,A80,Pas de restriction particulière (valeur par défaut).
A81,3,0,"Infections atypiques à virus, du système nerveux central",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
A810,0,3,Maladie de Creutzfeldt-Jakob,,A81,Pas de restriction particulière (valeur par défaut).
A811,0,3,Panencéphalite sclérosante subaiguë,,A81,Pas de restriction particulière (valeur par défaut).
A812,0,3,Leucoencéphalopathie multifocale (progressive),,A81,Pas de restriction particulière (valeur par défaut).
